campaign,kit_id,transect_location,sample_name,gwc_perc,soil_mass,water_mass,wsoc_conc,wson_conc,wsoc_conc_field,wson_conc_field
EC1,K010,Transition,EC1_K010_T,71,9.0064,45.1722,0.44909220532118826,0.04217465415989221,0.2626270206556657,0.02466354044438141
EC1,K010,Upland,EC1_K010_UP,35,8.9938,45.4612,0.7028601451409429,0.07219083947137404,0.5206371445488466,0.05347469590472152
EC1,K010,Wetland,EC1_K010_W,173,9.0023,45.3404,0.7361699390703219,0.06355169729083485,0.2696593183407773,0.0232790099966428
EC1,K013,Transition,EC1_K013_T,78,9.0038,45.2525,1.10016750813075,0.10845019207021221,0.6180716337813202,0.060927074196748435
EC1,K013,Upland,EC1_K013_UP,25,9.0324,45.0811,0.474708614603196,0.05457398298546753,0.37976689168255684,0.04365918638837402
EC1,K013,Wetland,EC1_K013_W,300,5.0098,25.4414,2.3010936236984088,0.19437474395399842,0.5752734059246022,0.048593685988499606
EC1,K018,Transition,EC1_K018_T,58,8.9959,45.129,0.4062069075491023,0.05398655503665682,0.25709297946145715,0.034168705719403045
EC1,K018,Upland,EC1_K018_UP,87,8.9969,45.2922,1.905465412569649,0.2280039771064514,1.018965461267192,0.12192726048473336
EC1,K018,Wetland,EC1_K018_W,37,8.9999,45.8804,0.20610805438832405,0.023707024599946044,0.15044383531994457,0.01730439751820879
EC1,K019,Transition,EC1_K019_T,32,8.9944,45.0701,0.17165558591728214,0.012053054599224025,0.13004211054339557,0.00913110196910911
EC1,K019,Upland,EC1_K019_UP,51,9.0268,45.454,1.33036167929264,0.11127982636623314,0.8810342246971126,0.07369524924916102
EC1,K019,Wetland,EC1_K019_W,12,9.0012,45.379,0.06967682200961076,0.006265356003764855,0.06221144822286675,0.005594067860504335
EC1,K025,Transition,EC1_K025_T,173,8.9994,45.253,0.9700385376290253,0.06848931694918149,0.3553254716589836,0.025087661886147066
EC1,K025,Upland,EC1_K025_UP,22,8.9964,45.1028,1.642351386725206,0.07114879653683204,1.3461896612501687,0.05831868568592789
EC1,K025,Wetland,EC1_K025_W,150,9.0019,45.5084,0.47292768397916657,0.03800040314810102,0.18917107359166663,0.015200161259240407
EC1,K026,Transition,EC1_K026_T,54,9.0001,45.493,1.5348010666178884,0.14585068229445802,0.996624069232395,0.09470823525614157
EC1,K026,Upland,EC1_K026_UP,10,8.9981,45.2602,0.16010898533622955,0.03579262581508909,0.14555362303293595,0.03253875074099008
EC1,K026,Wetland,EC1_K026_W,160,9.0015,45.3842,0.45071593906063045,0.04873694881055571,0.17335228425408866,0.018744980311752195
EC1,K035,Transition,EC1_K035_T,256,8.9943,45.2275,1.4749188958056472,0.1472096663243455,0.41430306061956385,0.04135102986638919
EC1,K035,Upland,EC1_K035_UP,16,8.998,44.9931,0.6388498679252879,0.04722428561769776,0.5507326447631793,0.04071059104973945
EC1,K035,Wetland,EC1_K035_W,371,9.0002,43.3191,3.5509572217470033,0.27500960605851854,0.7539187307318479,0.05838845139246678
EC1,K048,Transition,EC1_K048_T,199,8.9953,45.1196,0.6282893054439596,0.062034645776751954,0.21013020248961858,0.02074737316948226
EC1,K048,Upland,EC1_K048_UP,33,9.0237,45.3762,0.7769350866035434,0.0745385958151687,0.5841617192507844,0.05604405700388623
EC1,K048,Wetland,EC1_K048_W,167,9.0014,45.0046,0.6986207513913846,0.06053176500364314,0.2616557121316047,0.022671073035072337
EC1,K050,Transition,EC1_K050_T,66,9.0075,45.3638,0.24783132942108974,0.01938232800360457,0.1492959815789697,0.011676101206990705
EC1,K050,Upland,EC1_K050_UP,NA,9.0081,44.996,4.748403350946728,0.23323997060686147,NA,NA
EC1,K050,Wetland,EC1_K050_W,400,4.9999,26.2618,1.4427078098273431,0.0992302496360119,0.2885415619654686,0.01984604992720238
EC1,K061,Transition,EC1_K061_T,36,9.0015,45.1748,0.21879639788696795,0.02369036859879584,0.1608797043286529,0.017419388675585176
EC1,K061,Upland,EC1_K061_UP,39,9.0053,45.1318,0.3467806133621587,0.03968086392759348,0.24948245565622926,0.028547384120570847
EC1,K061,Wetland,EC1_K061_W,88,9.001,45.2979,0.7004813436997499,0.06657800789772969,0.3725964594147606,0.03541383398815409
