campaign,kit_id,transect_location,sample_name,npoc_mgl,tdn_mgl,gwc_perc,soil_mass,water_mass,water_L,wsoc_conc,wson_conc,field_soil,wsoc_conc_field,wson_conc_field
EC1,K010,Transition,EC1_K010_T,89.34,8.39,71,9.0064,45.1722,0.045273159144893105,0.44909220532118826,0.04217465415989221,15.400943999999999,0.2626270206556657,0.02466354044438141
EC1,K010,Upland,EC1_K010_UP,138.74,14.25,35,8.9938,45.4612,0.045562805055273256,0.7028601451409429,0.07219083947137404,12.14163,0.5206371445488466,0.05347469590472152
EC1,K010,Wetland,EC1_K010_W,145.84,12.59,173,9.0023,45.3404,0.04544173506920433,0.7361699390703219,0.06355169729083485,24.576279,0.2696593183407773,0.0232790099966428
EC1,K013,Transition,EC1_K013_T,218.41,21.53,78,9.0038,45.2525,0.04535363861410946,1.10016750813075,0.10845019207021221,16.026764,0.6180716337813202,0.060927074196748435
EC1,K013,Upland,EC1_K013_UP,94.9,10.91,25,9.0324,45.0811,0.0451818555378494,0.474708614603196,0.05457398298546753,11.290500000000002,0.37976689168255684,0.04365918638837402
EC1,K013,Wetland,EC1_K013_W,452.11,38.19,300,5.0098,25.4414,0.025498261122302735,2.3010936236984088,0.19437474395399842,20.0392,0.5752734059246022,0.048593685988499606
EC1,K018,Transition,EC1_K018_T,79.04,10.53,58,8.9959,45.129,0.045229862593583685,0.3973997420376899,0.052943057738573815,14.213522000000001,0.2515188240744873,0.03350826439150241
EC1,K018_rep,Transition,EC1_K018_T_rep,81.6,10.82,58,9.0022,45.6827,0.04578480010423243,0.41501407306051474,0.05503005233473983,14.223476,0.2626671348484271,0.03482914704730369
EC1,K018,Upland,EC1_K018_UP,377.66,45.19,87,8.9969,45.2922,0.04539342734297483,1.905465412569649,0.2280039771064514,16.824203,1.018965461267192,0.12192726048473336
EC1,K018,Wetland,EC1_K018_W,40.34,4.64,37,8.9999,45.8804,0.04598294196057207,0.20610805438832405,0.023707024599946044,12.329863,0.15044383531994457,0.01730439751820879
EC1,K019,Transition,EC1_K019_T,34.18,2.4,32,8.9944,45.0701,0.04517083095302524,0.17165558591728214,0.012053054599224025,11.872608000000001,0.13004211054339557,0.00913110196910911
EC1,K019,Upland,EC1_K019_UP,263.61,22.05,51,9.0268,45.454,0.04555558896338835,1.33036167929264,0.11127982636623314,13.630468,0.8810342246971126,0.07369524924916102
EC1,K019,Wetland,EC1_K019_W,13.79,1.24,12,9.0012,45.379,0.045480421339587275,0.06967682200961076,0.006265356003764855,10.081344000000001,0.06221144822286675,0.005594067860504335
EC1,K025,Transition,EC1_K025_T,192.48,13.59,173,8.9994,45.253,0.04535413973160147,0.9700385376290253,0.06848931694918149,24.568362,0.3553254716589836,0.025087661886147066
EC1,K025,Upland,EC1_K025_UP,326.86,14.16,22,8.9964,45.1028,0.045203604037002514,1.642351386725206,0.07114879653683204,10.975608,1.3461896612501687,0.05831868568592789
EC1,K025,Wetland,EC1_K025_W,93.34,7.5,150,9.0019,45.5084,0.045610110546518735,0.47292768397916657,0.03800040314810102,22.504749999999998,0.18917107359166663,0.015200161259240407
EC1,K026,Transition,EC1_K026_T,302.96,28.79,54,9.0001,45.493,0.04559467612776491,1.5348010666178884,0.14585068229445802,13.860154,0.996624069232395,0.09470823525614157
EC1,K026,Upland,EC1_K026_UP,31.76,7.1,10,8.9981,45.2602,0.04536135582348637,0.16010898533622955,0.03579262581508909,9.897910000000001,0.14555362303293595,0.03253875074099008
EC1,K026,Wetland,EC1_K026_W,87.94,9.51,160,9.0015,45.3842,0.04548563296150415,0.44437111177411265,0.048055142972160694,23.4039,0.1709119660669664,0.018482747296984882
EC1,K026_rep,Wetland,EC1_K026_W_rep,91.1,9.85,160,9.0003,45.055,0.04515569720476662,0.4570607663471483,0.04941875464895073,23.400779999999997,0.1757926024412109,0.01900721332651951
EC1,K035,Transition,EC1_K035_T,292.66,29.21,256,8.9943,45.2275,0.0453285827395091,1.4749188958056472,0.1472096663243455,32.019708,0.41430306061956385,0.04135102986638919
EC1,K035,Upland,EC1_K035_UP,126.88,9.61,16,8.998,44.9931,0.04509365885925613,0.6358616843812424,0.04816070922843426,10.437679999999999,0.5481566244665883,0.04151785278313298
EC1,K035_rep,Upland,EC1_K035_UP_rep,126.46,9.12,16,8.9977,45.5653,0.045667137717109146,0.6418380514693335,0.046287862006961264,10.437332,0.5533086650597703,0.03990332931634592
EC1,K035,Wetland,EC1_K035_W,736.12,57.01,371,9.0002,43.3191,0.04341591749601611,3.5509572217470033,0.27500960605851854,42.390941999999995,0.7539187307318479,0.05838845139246678
EC1,K048,Transition,EC1_K048_T,124.98,12.34,199,8.9953,45.1196,0.04522044158473395,0.6282893054439596,0.062034645776751954,26.895947,0.21013020248961858,0.02074737316948226
EC1,K048,Upland,EC1_K048_UP,154.16,14.79,33,9.0237,45.3762,0.045477615081632033,0.7769350866035434,0.0745385958151687,12.001521,0.5841617192507844,0.05604405700388623
EC1,K048,Wetland,EC1_K048_W,139.42,12.08,167,9.0014,45.0046,0.0451051845615723,0.6986207513913846,0.06053176500364314,24.033738,0.2616557121316047,0.022671073035072337
EC1,K050,Transition,EC1_K050_T,49.1,3.84,66,9.0075,45.3638,0.045465187367830256,0.24783132942108974,0.01938232800360457,14.95245,0.1492959815789697,0.011676101206990705
EC1,K050,Upland,EC1_K050_UP,948.5,46.59,NA,9.0081,44.996,0.04509656534070978,4.748403350946728,0.23323997060686147,NA,NA,NA
EC1,K050,Wetland,EC1_K050_W,274.06,18.85,400,4.9999,26.2618,0.02632049470318811,1.4427078098273431,0.0992302496360119,24.9995,0.2885415619654686,0.01984604992720238
EC1,K061,Transition,EC1_K061_T,43.5,4.71,36,9.0015,45.1748,0.04527576495585154,0.21879639788696795,0.02369036859879584,12.24204,0.1608797043286529,0.017419388675585176
EC1,K061,Upland,EC1_K061_UP,69.04,7.9,39,9.0053,45.1318,0.045232668851538926,0.3467806133621587,0.03968086392759348,12.517367,0.24948245565622926,0.028547384120570847
EC1,K061,Wetland,EC1_K061_W,138.88,13.2,88,9.001,45.2979,0.04539914008238371,0.7004813436997499,0.06657800789772969,16.921879999999998,0.3725964594147606,0.03541383398815409
